;ProjectName;Status;Link;About
145;Measuring Giraffes;paused;https://www.zooniverse.org/projects/derekedwardlee/measuring-giraffes/about/research;"The Wild Nature Institute conducts scientific research on endangered wildlife and inspires the public to protect wild nature.
Masai giraffes live only in Tanzania and Kenya, and their numbers are falling fast. Giraffes are vulnerable to extinction due to habitat loss and illegal hunting; their numbers have declined drastically to only 90,000. Masai giraffe numbers have declined over 50% in the last few decades!
Our work helps giraffes and people to coexist.
Our giraffe conservation research is discovering where Masai giraffes are doing well, where they are not, and why. Wild Nature Institute scientists are studying wild Masai giraffes in Tanzania using each animal’s unique fur pattern as identification.
We are monitoring thousands of individual giraffes throughout their lifetimes to document births, deaths, and movements. This is the world's biggest giraffe study and one of the biggest wildlife demography studies in history, covering 25,000 square kilometers in the Tarangire Ecosystem and Serengeti Ecosystem.
Our giraffe research is urgently needed so we can provide effective protection actions in an ever more fragmented world, and ensure the future of wild giraffes and all creatures of the savanna. In addition to our scientific conservation research, we use giraffe-themed environmental education and grassroots advocacy to protect and connect areas important to Masai giraffe conservation in Tanzania and around the world. We promote giraffe conservation through our Giraffe-themed conservation education and children's books, and we support anti-poaching activities to keep giraffes safe.

These kids are enjoying our giraffe education materials and activities.
We need your help to save giraffes. In addition to helping with this measuring project.
Donate Money or Time. Giving money and/or donating time to conservation groups like Wild Nature Institute is a great action to help giraffes. People can use their skills by providing advice, services, or goods in their personal area of expertise that can help the cause.
Raise Awareness about the Silent Extinction of Giraffes. Speak up within your social circles, and encourage others to donate money or time to saving giraffes. You can raise awareness in your home communities by writing, speaking, and contributing to the global conversation about our planet’s climate and biodiversity crises. Use the Hashtag #standtallforgiraffe
Plant Native Trees. Giraffes and many other species need native trees, but deforestation continues worldwide. Planting native trees helps fight the global climate crisis and helps biodiversity too!
Support Legal Protections for Wildlife. Laws like the Endangered Species Act and other environmental laws make the world safer for wildlife and people. Call and write to your congressperson, senator, governor, and president telling them you support strong law enforcement to protect wildlife.
We can craft a personal plan for you to become a giraffe hero. Email us at info@wildnatureinstitute.org.

Our study area in the Tarangire Ecosystem showing giraffe locations (purple dots) from our surveys in relation to protected areas (green shading), Maasai homesteads (grey dots), and towns (grey areas)."
146;Snapshot Elephants for Africa;paused;https://www.zooniverse.org/projects/shuebner729/snapshot-elephants-for-africa/about/research;"Elephants for Africa (EFA) is a UK charity and Botswana registered NGO, conducting research primarily on male African savannah elephant (Loxodonta africana, hereafter referred to as elephant) social behavior and group dynamics. In the past the vast majority of research into elephant sociality has focused on female society and group behavior, whilst males were written off as being solitary and antisocial. Nowadays there is a growing realization that male elephants are also social and spend time living in groups, however these social groups are very different from female breeding herds, and are a lot less well understood.

EFA collect long-term data on interactions and associations between individual bull elephants, which are identified using ear notch patterns and tusk morphology. We conduct our research in the Makgadikgadi Pans National Park (MPNP), in Botswana. The MPNP elephant population is of interest to us as it consists of predominantly bull elephants – over 95% of the elephants that we record are transient males. Therefore it is an ideal place to study the social behavior of the all-male groups found in this “bull area”. We are interested in understanding more about the social behavior of these males because we believe that the dynamic, fission-fusion nature of their interactions may influence behavior later in life, especially in terms of dominance hierarchies and behaviors such as crop raiding. Understanding male elephant social behavior, how it might differ in areas dominated by bulls from breeding herd areas, and what impact social interactions have on learning, dominance hierarchies and information transfer is also fundamental to being able to predict responses to changing ecological conditions and human encroachment.
To supplement our focal sighting data, EFA set up a network of camera traps which were running from 2014, until April 2017. These camera traps were located on elephant highways, well-worn pathways created by elephants, leading to the Boteti River in the MPNP. By monitoring elephant movement along these highways, we can investigate the demographics and group sizes of elephants using the highways, as well as their movement patterns in relation to factors such as time of day, season, river level, cropping season and moon phase. In addition, camera traps allow us an opportunity to investigate how group size and demographics may differ between day and night, as our driven research transects only take place during the day. From personal observation, it would also seem that the few female elephant breeding herds that are in the MPNP often drink from the river at night, and so may be under-represented in our transect data collection. Therefore camera traps are also an ideal tool to allow us to monitor the presence of breeding herds in the area.
Elephants are known as a “keystone species”; they can modify and maintain their habitat, often to the benefit of other species in the ecosystem. One way in which they can do this is by creating pathways in the environment, such as the elephant highways leading to the river. Our camera trap study also aims to investigate the spatial and temporal use of elephant highways, not only by elephants but also by other species. Our camera trap data forms a large part of our MPNP species monitoring and provides data on species composition within the park that are generally less easily obtainable from research drives and personal observation. Camera traps provide an effective method for collecting long-term data on the population demographics of species within the MPNP. Seasonal and annual changes in species populations, based on the frequency of their capture on our camera traps, can provide useful information about ecological changes in the park. Camera traps also have the added advantage of recording data continually, therefore can record the frequency of nocturnal species sightings and of the more elusive species that are rarely recorded during our transect drives. No other species monitoring of this nature is currently taking place in the MPNP, and so this important information will be fed back to the Department of Wildlife and National Parks, who manage the Park.
Various habitat types are found in the MPNP (Figure 1). A belt of tall, dense riparian Acacia woodland with a lower canopy of densely vegetated shrubland extends 2-5km from the riverbed. Moving further east, away from the river, the vegetation becomes more open Acacia savannah-type shrubland, and shrubbed grasslands. Further east still, the deep Kalahari sands give way to calcareous sandy loams, which support Schmidtia grasslands, with isolated stands of palm trees (Hyphaena petersiana). Finally, in the south east of the MPNP are the salt pans which give the Park its name, that form a mosaic with pan grasslands (Brooks, 2005).

Figure 1. Map of habitat types in the Makgadikgadi Pans National Park (from Hemson 2003).
References
Brooks, C. J. (2005) The foraging behaviour of Burchell’s zebra (Equus burchelli antiquorum). (Unpublished Ph.D thesis). University of Bristol, Bristol, England.
Hemson, G. (2003) The ecology and conservation of lions: human–wildlife conflict in semi-arid Botswana. (Unpublished Ph.D. thesis). University of Oxford, Oxford, England.
Pitfield, A. (2017) The social and environmental factors affecting the life of bull African elephants (Loxodonta africana) in a ‘bull area’ – a social network analysis. (Unpublished Masters thesis). University of Bristol, Bristol, England."
147;SquirrelMapper;paused;https://www.zooniverse.org/projects/bcosentino/squirrelmapper/about/research;"The question ...
So-called ""gray squirrels"" and ""black squirrels"" are two color morphs of the same species: Sciurus carolinensis. Until 150 years ago, the black morph was much more abundant. Yet now the black morph is rare, except in cities. Why has the black morph declined? Why does it linger in cities? Will it return again to the countryside? The landscape is changing rapidly. Will the gray squirrel, and other mammals like it, be able to adapt quickly enough?
Genetics
Only a tiny genetic difference separates black versus gray morphs. All individuals contain a gene, MC1R, that controls how much dark pigment is added as a squirrel's hairs grow. When a tiny piece of DNA is missing from this gene, it boosts production of dark pigment and makes the fur darker. When a squirrel has a single copy of the gene with the small piece of DNA deleted, or two copies of that altered gene, its fur is mostly black. Technically, the black morph is melanic. The gray morph has two copies of the complete gene. A tiny genetic difference, but being black or gray could have many consequences if you are a squirrel!
Contemporary evolution
Squirrels that don't blend in well with their backgrounds don;t survive as well. What kills squirrels? Predators...mainly hawks, foxes, and dogs. Humans also kill many squirrels: squirrel hunting is ""big"" in rural areas. But you can't hunt in cities, so maybe that's why black morphs more frequent in urban areas.

Image by Andy Reago & Chrissy McClarren at Flickr (License: CC-BY-2.0)
There could be other forces at work. Our forests have changed. Originally forests of eastern North America were mostly old growth with pockets of darkness associated with enormous tree trunks, many vertical layers that generated shade, and more conifer trees with dark foliage. In these darker conditions perhaps the black morph could remain better hidden. Now virtually all old growth forests have disappeared.
The forests that have re-grown are secondary forest with spindly trunks of mostly deciduous trees whose trunks and branches are much lighter-hued. In such forests might the gray morph be better hidden than the black morph from predators and hunters?
It gets even more interesting...urban areas have expanded. Urban areas may not just be refuges from hunting. In urban areas most squirrels are killed by cars. Most drivers try to avoid hitting animals even if they don't always succeed. The sooner a driver sees a squirrel, the easier it is to avoid running it over. The gray morph has a remarkable similarity in hue to pavement, so may be harder for drivers to see. Does the black morph stand out better against a road surface and be more avoidable by car drivers, that is, survive better?

Image by ncowey at iNaturalist (License: CC-BY-NC)
How can you use SquirrelMapper to answer these questions?
By mapping where black and gray morphs occur in our cities, towns, farms and forests you can contribute to an important scientific discovery about evolution in action in our own backyards. The SquirrelMapper project has two components:
Contribute observations of squirrels to the SquirrelMapper project on iNaturalist. Over 30,000 photographs of squirrels have been submitted so far. When you submit an observation, the community of citizen scientists at iNaturalist confirm its identification. Once an observation is confirmed to be an eastern gray squirrel (a research grade observation), we import the photo to Zooniverse for you to classify by its coat color.
Classify the coat color of squirrels as gray or black here at Zooniverse. The coat color of each squirrel is confirmed through classifications by many Zooinverse volunteers like you. Once you classify it, we map it, identify its habitat, and determine which morph occurs more often where. This lets us understand how quickly squirrels, and mammals like them, can adapt to changes in their habitats. See Results for some preliminary outcomes. Click the classify link to get started!
Here's the project workflow:
Important note
We rely on photos of squirrels taken by citizen scientists at iNaturalist. Some of these photos are of dead squirrels. Volunteers classifying the color of squirrels in this project will occasionally encounter photos of dead squirrels.
Try our Find the Squirrel game too!
In addition to mapping squirrel color morphs, try our Find the Squirrel game to help us measure natural selection on coat color. In this game you will search for squirrels in scenes of old growth forests, secondary forests, and roads, and we measure how long it takes you to find gray and black squirrels in each scene. By participating in the game you will directly measure the selection pressures on black and gray squirrels in each environment.
Want to learn more?
Check out our SquirrelMapper home page.
A fascinating overview of the history of squirrels in urban areas: The Urbanization of the Eastern Gray Squirrel in the United States, Journal of American History 100, no. 3 (2013): 691-710 (.pdf available on author Etienne Benson's website)
This podcast integrates much about our relationship with squirrels.
An article by Helen McRobie on gray squirrel morph genetics: The genetic basis of melanism in the gray squirrel (Sciurus carolinensis) Journal of Heredity 100: 709-714.
Image credits
Eyesplash Photography at Flickr, License: CC BY-NC-ND"
148;Notes from Nature - Labs;paused;https://www.zooniverse.org/projects/md68135/notes-from-nature-labs/about/research;For recent examples of research from the Guralnick lab at University of Florida check out the lab publication page
149;Deep Lake Explorer;paused;https://www.zooniverse.org/projects/usepa/deep-lake-explorer/about/research;"Project Overview
Welcome to the Deep Lake Explorer, where you can explore the underwater world of the Great Lakes and help us understand invasive species impact on ecosystems. You can see for yourself how invaders like zebra mussels, quagga mussels, round gobies, and even litter can transform ecosystems. If you are lucky, you can also catch glimpses of native fishes and even tiny insects living along the bottom of the lake.

Round gobies sitting in a bed of invasive mussels. Video collected in Lake Ontario in 2018.
Deep Lake Explorer analyzes video collected through the EPA’s National Coastal Condition Assessment, and EPA's Cooperative Science and Monitoring Initiative. The videos can provide a wealth of information, but we need your help interpreting them! This project is one of the first Zooniverse efforts to analyze underwater video, and will pave the way for more effective, timely analysis of underwater video in the future.
Why care about the Great Lakes?
The Laurentian Great Lakes form the largest surface freshwater system on Earth by area. These lakes support more than 30 million people living within their watersheds. The Great Lakes are a dominant part of the physical, ecological, and cultural heritage of the region.

Great Lakes satellite imagery from NASA's Worldview.
Today, they provide a clean source of drinking water for residents, and host a shipping industry that moves approximately 164 million metric tons of cargo every year. Residents and tourists enjoy swimming, boating, beach combing, fishing, and many other forms of recreating on the lakes and their shorelines. The Great Lakes ecosystem has 180 species of native fish and supports a major commercial and recreational fishing industry.
Despite their significant size, the Great Lakes are vulnerable to the effects of many pollutants and stressors. This study will help us understand the changing Great Lakes ecosystem and help resource professionals make informed decisions about how to restore, regulate, manage, and protect the Great Lakes.
Great Lakes Invaders
In the past several decades, over 180 non-native species have been introduced into the Great Lakes. A few of these aquatic invaders have significantly altered Great Lakes ecosystems. Aquatic invasive species are as challenging to study as they are to control. Studies have fallen short of describing the spread and abundance of invasive species throughout the entire Great Lakes through time.

Left: Invasive mussels attached to rocks, Right: Round goby with visible black dorsal spot.
Underwater video footage can provide information about the presence and abundance of invasive species within different habitats. The example below shows both round gobys and invasive mussels. Through Deep Lake Explorer, you can identify invasive species like round gobies and zebra and quagga mussels and classify habitat, which will help us better understand and predict the presence of these species in the Great Lakes.
Your browser does not support playing HTML5 video. You can download a copy of the video file instead. This example video shows both round gobies swimming along the bottom and invasive mussels attached to boulders. Round gobies have a characteristic black spot on their dorsal fin that is visible in this video.
How it Works
On Deep Lake Explorer, multiple people review each video clip. If you make a mistake, don't worry about it, because many others will also review it. Just choose your best guess.
After a brief tutorial, you will start classifying underwater video clips. For each clip, we ask you to answer several simple questions about what you see. There are many resources to help you answer questions, including the Tutorial, Field Guide, FAQ, and the Talk forum where you can ask scientists questions about clips or the project. It is that simple!
Get Started now!
Where were the videos collected?
The videos you analyze on Deep Lake Explorer were collected on the Niagara River and Lake Ontario in 2018, and on Lake Huron in 2017.
Dive Deeper
For more background on underwater video collection and this project, check out this Project Background thread."
150;Hubble Asteroid Hunter;paused;https://www.zooniverse.org/projects/sandorkruk/hubble-asteroid-hunter/about/research;"Welcome to our project! The idea of the Hubble Asteroid Hunters is to identify asteroid trails in archival images from the NASA/ESA Hubble Space Telescope, which are stored in the European Space Agency (ESA)'s Hubble Science archive and accessible at ESA's ESASky Portal.
Sometimes when we are observing stars in the Milky Way or far away galaxies asteroids orbiting the Sun a few tens or hundreds of millions of kilometres away happen to pass through the observed field and appear in the foreground of telescope images. For example, the image below is part of a survey made with the Hubble Space Telescope called the Hubble Frontier Fields and and it shows thousands of distant galaxies, as well as a few stars from our own Milky Way. Most of the galaxies appear tiny and blue, but the image also contains some impressive spiral galaxies and huge red elliptical galaxies.
The image also shows trails of asteroids that were passing by at the time of the observation. These appear curved due to an effect called parallax. As the Hubble Space Telescope orbits around Earth and images a patch of the sky for a certain amount of time, asteroids will appear to move along an arc with respect to the more distant background stars and galaxies. Because of this parallax effect, asteroids that were closer to us at the time appear passing more rapidly, and thus leaving longer trails in the images, compared to more distant objects.
This image is a mosaic of many exposures, which is why some asteroids appear multiple times. In this mosaic, 20 asteroid trails are visible, belonging to 7 unique objects; five of these were new discoveries. The positions of the asteroid trail in the images allow us to derive what astronomers call the asteroid's ""ephemeris"" (its position and velocity over time), since we know the time when the image was taken. By observing the same asteroid in multiple exposures, we can refine its ephemeris and therefore can predict better their future orbit.

[Credits: NASA, ESA, and B. Sunnquist and J. Mack (STScI) (CC BY-SA 4.0)]
In this project, we use archival images made by the Hubble Space Telescope to find asteroids observed by chance. The ESASky team compared the observation epoch and field of view of these images with the computed orbits of asteroids, to identify possible observations. The positions predicted by the algorithm, nevertheless, have some associated uncertainty because the ephemerides are not always known to great precision. This uncertainty increases with the amount of time between the last observation date and the date we predict the position for. Identifying the asteroids in the images (if present) and marking the exact position of their trail allows us to update the ephemerides and help us better characterise these objects.
Instead of a coloured mosaic (as shown in the previous picture) we use single exposures.
These observations will be used by the International Astronomical Union's Minor Planet Center to compute the orbits and update the ephemerides of asteroids to better predict their future trajectories.
Identifying asteroids in archival observations is essential to measure their trajectories with higher accuracy and to follow them up in order to further characterise their sizes, shapes and masses, so that we can better understand the asteroid population and potential threats to Earth can be identified. The identification of asteroids will also be used to train a neural network to recognise such objects in images, by scanning the whole HST archive for images of asteroids, including both objects whose orbits are known and those previously unknown to us that were serendipitously observed by Hubble Space Telescope.
Image credits:
Logo - ESA/Rosetta/MPS for OSIRIS Team MPS/UPD/LAM/IAA/SSO/INTA/UPM/DASP/IDA (CC BY-SA 4.0)
Background - NASA/JPL-Caltech/T.Pyle (IPAC)"
151;Euclid - Challenge the Machines;paused;https://www.zooniverse.org/projects/hughdickinson/euclid-challenge-the-machines/about/research;"Finding Strong Gravitational Lenses
Motivation
Gravitational lenses are useful for putting constraints on values of the Hubble constant, the dark energy equation of state, dark matter halo substructure, and for studying high-redshift galaxies at high spatial and flux magnification. Rare lens systems, for example the Jackpot lens, are particularly useful for dark energy and halo profiles. There is a need to find rare lens configurations to obtain statistics on lens and source parameters and to improve cosmological parameters. However rare lens systems can only be found with large lens samples, and large survey samples are also needed to remove small number statistics. The Euclid telescope, due for launch in 2021, will perform an imaging and slitless spectroscopy survey over half the sky, to map baryon wiggles and weak lensing. During the survey Euclid is expected to resolve 100,000 strong gravitational lens systems. This is ideal to find rare lens configurations, provided they can be identified reliably and on a reasonable timescale.
An example of a lensed galaxy, blue arcs around a central object.
Problem
The question of how to find strong gravitational lenses in large datasets is a daunting data mining problem within Euclid. Feature recognition by eye, which is currently the best method for identifying strong gravitational lenses, will not be fast enough to cope with the amount of data received. The Strong Lensing group within the Euclid consortium set up the Euclid Strong Lensing challenge. This was a challenge aimed at building machine learning techniques to classify Euclid-like simulations as containing a lens or not. Amazingly, these artificial intelligences outperformed a human expert who trawled through the entire dataset. However we know from other Zooniverse projects, like Spacewarps, that volunteers are excellent at finding gravitational lenses. Can these artificial intelligence machine learning programs out perform all humans?
Is there a lens in either of the images?
Goal
The goal of this project is to test if humans are still better at identifying gravitational lenses than the machine learning algorithms. Machines have been tested on this same data set, meaning a fair comparison can be made between the two techniques. Once the images have been classified, the data will be analysed to find out if the humans are still better, or have machine learning techniques improved enough to beat the humans. The images to be classified are simulated, designed to simulate images from the Kilo Degree Survey. The size of each image is 10 arc-second by 10 arc-second. The redshift of centre galaxy in each image is 1.5, meaning the actual distance in the image is approximately 84 kiloparsecs. We are using simulated Kilo Degree Survey images as simulations of the expected Euclid images are not yet ready and we expect to get similar results using the Euclid simulations.
App version
As well as the browser version of this project, this project is available to complete using the app version of Zooniverse. The app version allows you to swipe yes or swipe no for each image, speeding up classifying the galaxies (and it is more fun). The Zooniverse app is available for both Android and iOS and can be downloaded for free from the Google Play Store and the App store for Android and iOS respectively."
152;Snapshot De Hoop;paused;https://www.zooniverse.org/projects/shuebner729/snapshot-de-hoop/about/research;"The aim of the Snapshot Safari – South Africa project is to provide extensive mammal occupancy and distribution data from conservation priority areas in South Africa as well as to develop and test survey methodology and conservation effectiveness assessments. This study will investigate how the structure and abundance of mammal communities, influenced by natural as well as anthropogenic processes, affects mammal species diversity and assemblages.
In response to the urgent need for more accurate assessment of mammal occupancy and populations we are launching a new research project called Snapshot Safari – South Africa as a continuation of Snapshot Safari – Serengeti, where citizen scientists worldwide helped to classify millions of photographs collected by a network of camera traps in Tanzania’s Serengeti National Park.
Snapshot Safari – South Africa will include an unprecedented network of camera trap grids in dozens of protected areas and protected area expansion areas in South Africa to provide continuous monitoring of population sizes and trends of all the larger (>10 kg) mammal species at each site. Some of the participating study areas are managed as conservancies and stewardship areas, some are privately owned, some are state-run, and others are under communal tenure. With the help of accurate camera trap censuses, and innovative mapping approaches we will be able to identify which sites are being managed successfully - and hence which conservation strategies should be incorporated into a toolbox for effective wildlife management.
Snapshot Safari – South Africa will enable us to closely examine questions of species occupancy, species coexistence, competition, trophic interactions, the effect of change, and other ecological relationships across a variety of habitat types, community compositions, and management strategies. It will further provide a solid baseline for future monitoring of change as well as anthropogenic impacts. The results will contribute to the development and refinement of important methods to conserve species and ecosystems.
In addition to methods for calculating population size, camera traps also allow for a greater understanding of key demographic parameters. For example, using images of young animals, we gain information about breeding seasonality and duration, % females with young, and mortality of young. All of these are key parameters critical for both conservation management and conservation planning. Furthermore, the camera trap data are an important resource for understanding distribution and temporal occupancy for different mammal communities. Our data will document occupancy across seasons and years, allowing us to gain an understanding of seasonal occupancy.
The full data set that will be developed will be an important resource for future researchers and managers to study or gain information on environmental change, species dynamics, biodiversity patterns, species conservation status, conservation management, biodiversity planning and protected area monitoring."
153;Snapshot Kgalagadi;paused;https://www.zooniverse.org/projects/shuebner729/snapshot-kgalagadi/about/research;"Snapshot Safari South Africa - Kgalagadi Transfrontier Park
The aim of the Snapshot Safari South Africa is to provide extensive mammal occupancy and distribution data from conservation priority areas in South Africa as well as to develop and test survey methodology and conservation effectiveness assessments. This study will investigate how the structure and abundance of mammal communities, influenced by natural as well as anthropogenic processes, affects mammal species diversity and assemblages.
In response to the urgent need for more accurate assessment of mammal occupancy and populations we are launching a new research project called Snapshot Safari – South Africa as a continuation of Snapshot Safari – Serengeti, where citizen scientists worldwide helped to classify millions of photographs collected by a network of camera traps in Tanzania’s Serengeti National Park.
Snapshot Safari – South Africa will include an unprecedented network of camera trap grids in dozens of protected areas and protected area expansion areas in South Africa to provide continuous monitoring of population sizes and trends of all the larger (>10 kg) mammal species at each site. Some of the participating study areas are managed as conservancies and stewardship areas, some are privately owned, some are state-run, and others are under communal tenure. With the help of accurate camera trap censuses, and innovative mapping approaches we will be able to identify which sites are being managed successfully - and hence which conservation strategies should be incorporated into a toolbox for effective wildlife management.
Snapshot Safari – South Africa will enable us to closely examine questions of species occupancy, species coexistence, competition, trophic interactions, the effect of change, and other ecological relationships across a variety of habitat types, community compositions, and management strategies. It will further provide a solid baseline for future monitoring of change as well as anthropogenic impacts. The results will contribute to the development and refinement of important methods to conserve species and ecosystems.
In addition to methods for calculating population size, camera traps also allow for a greater understanding of key demographic parameters. For example, using images of young animals, we gain information about breeding seasonality and duration, % females with young, and mortality of young. All of these are key parameters critical for both conservation management and conservation planning. Furthermore, the camera trap data are an important resource for understanding distribution and temporal occupancy for different mammal communities. Our data will document occupancy across seasons and years, allowing us to gain an understanding of seasonal occupancy.
The full data set that will be developed will be an important resource for future researchers and managers to study or gain information on environmental change, species dynamics, biodiversity patterns, species conservation status, conservation management, biodiversity planning and protected area monitoring."
154;Snapshot Camdeboo;paused;https://www.zooniverse.org/projects/shuebner729/snapshot-camdeboo/about/research;"The aim of the Snapshot Safari – South Africa project is to provide extensive mammal occupancy and distribution data from conservation priority areas in South Africa as well as to develop and test survey methodology and conservation effectiveness assessments. This study will investigate how the structure and abundance of mammal communities, influenced by natural as well as anthropogenic processes, affects mammal species diversity and assemblages.
In response to the urgent need for more accurate assessment of mammal occupancy and populations we are launching a new research project called Snapshot Safari – South Africa as an expansion of Snapshot Serengeti, where citizen scientists worldwide helped to classify millions of photographs collected by a grid of camera traps in Tanzania’s Serengeti National Park.
Snapshot Safari – South Africa will include an unprecedented network of camera trap grids in dozens of protected areas and protected area expansion areas in South Africa to provide continuous monitoring of population sizes and trends of all the larger (>10 kg) mammal species at each site. Some of the participating study areas are managed as conservancies and stewardship areas, some are privately owned, some are state-run, and others are under communal tenure. With the help of accurate camera trap censuses, and innovative mapping approaches we will be able to identify which sites are being managed successfully - and hence which conservation strategies should be incorporated into a toolbox for effective wildlife management.
Snapshot Safari – South Africa will enable us to closely examine questions of species occupancy, species coexistence, competition, trophic interactions, the effect of change, and other ecological relationships across a variety of habitat types, community compositions, and management strategies. It will further provide a solid baseline for future monitoring of change as well as anthropogenic impacts. The results will contribute to the development and refinement of important methods to conserve species and ecosystems.
In addition to methods for calculating population size, camera traps also allow for a greater understanding of key demographic parameters. For example, using images of young animals, we gain information about breeding seasonality and duration, % females with young, and mortality of young. All of these are key parameters critical for both conservation management and conservation planning. Furthermore, the camera trap data are an important resource for understanding distribution and temporal occupancy for different mammal communities. Our data will document occupancy across seasons and years, allowing us to gain an understanding of seasonal occupancy.
The full data set that will be developed will be an important resource for future researchers and managers to study or gain information on environmental change, species dynamics, biodiversity patterns, species conservation status, conservation management, biodiversity planning and protected area monitoring."
155;Wild Gabon;paused;https://www.zooniverse.org/projects/pangorilla/wild-gabon/about/research;"Accessing the Large Mammal Community of Lopé National Park.

Large mammals found across Lopé National Park play a crucial role in shaping this beautiful forest-savannah transitional landscape. However, their population is threatened, and as you can imagine, it is more intense around the edges of the forest.
To ensure effective conservation of both wild animals and the landscape, we need to further understand the population structure of large mammals and their interactions with the landscape especially around the forest edge.
We are using camera trap data from the forests of Lopé National Park that were collected by Anabelle Cardoso who hosted the Elephant Expedition project on Zooniverse some years ago as part of her Ph.D. We have over a million photos from the field, but we have tried to sort out empty images. So, be confident you will see some animals in most photos as you go along.
What we need you to do help do is to identify the animal(s) in each of the photos, indicate the number of individuals you see and tell us what you find the animal(s) doing. We have provided more information to guide you as you go along.
We decided to classify these photos on Zooniverse because we are interested in fostering public participation in biodiversity conservation research which is one of the objectives of this study. We hope that this increases awareness to the status of and threats to wildlife in Lopé and inspire conservation action. Thus, we have asked all our volunteers to indicate once, if they have any professional affiliation with biodiversity conservation. We also encourage you to share your experience on Wild Gabon with us. Please email charles.emogor@linacre.ox.ac.uk to get in touch!
Thank you so much for your time!"
156;Wildlife of Los Angeles;paused;https://www.zooniverse.org/projects/lawildlife/wildlife-of-los-angeles/about/research;"Understanding Urban Wildlife
In the United States greater than 80% of the human population occurs in cities, yet we know very little about the wildlife in these areas. Much work needs to be done to understand how increases in urbanized areas impact wildlife species and their ability to survive around us. Urbanization poses many threats to wildlife such as loss of habitat, fragmentation of habitat, roads and traffic, poisons and toxins, people, and our pets. This project is striving to collect information that can be used by city planners to help them make educated decisions about wildlife when planning future developments.
To better understand what wildlife species are present and identify spatial and long-term patterns of wildlife in Los Angeles we have began a camera project where we monitor sites throughout a variety of urban densities. Cameras are placed in urban and rural parks, golf courses, and undeveloped strips of land where permission could be obtained to mount cameras. One of the main projects that will be posting photos on to this platform is currently monitoring 37 camera sites in areas within 2 km of the Los Angeles River. At each site a motion-triggered camera is deployed for one month four times per year once during each season. Cameras are monitored by partner groups (see team to identify groups involved) or volunteers that are participating in the project.
The City of Los Angeles is working to preserve biodiversity and are in need of wildlife occurrence information to assist with their city planning. Data from this project will help fill in some areas where there is little known information about local wildlife and help the city make educated decision in future planning.
National Park Service also monitors numerous other cameras to look at roadways and identify ways to improve permeability as well as cameras to monitor post fire areas. These data sets may also be put up on Zooniverse in their own work flow when the data is completed for the LA city camera project so please continue to check back even if all of the data has been completed for the LA River camera project.
Why we need your help
Zooniverse users are invaluable to the project and ultimately turn the photos into data that can be analyzed by tagging species and number of individuals. This data can be combined with info collected in the field and through remote sensing to identify factors that affect wildlife in the region. We also plan to use this data to visualize animal population changes through time and combined with other data enable us to see if populations increase or decrease with changes on the landscape.
We are hoping that you will assist us with this project and see what is living among the millions of people living in the Los Angeles area: such as lions, bears, coyotes, gray foxes, opossums, roadrunners and many other species. Share your favorites and join the discussion about what you are observing along the way. As the project progresses, we will share with you what we are learning on this project and other work our scientists at the park are learning in Talk and through the Santa Monica Mountains NRA and SAMO Funds social media accounts. So please stay tuned and help us move this project forward.
You can follow our wildlife projects and other conservation work we do at the park at any of the following Social media platforms
Facebook
Twitter
Instagram"
